Incident_ID,Date_Incident,Region,Department_Affected,Asset_Type,Incident_Type,Severity,Priority,Detection_Source,Status,Time_to_Detect_min,Time_to_Contain_min,Time_to_Resolve_min,Business_Impact,Downtime_min,Estimated_Cost_EUR,Root_Cause,Data_Sensitivity,SLA_Breached,Analyst
INC-20240136,2024-09-06 18:53:04,Belgium,  Procurement  ,Mobile Device,Misconfig,Medium,P3 - Medium,Audit,In Progress,167,295,1032,None,0,2209,Misconfiguration,Internal,Yes,C. Schmidt
INC-20240137,2025-01-13 22:12:43,Germany,Operations,Cloud Service,  Unauthorized Access  ,High,P2 - High,,  Resolved  ,588,615,2709,Moderate,857,18038,Unpatched Vulnerability,Restricted,No,E. Bernard
INC-20240138,2025-08-22 12:41:58,France,Sales,Server,Data Exfiltration,High,P2 - High,,Resolved,1487,665,2229,Minor,263,8362,Misconfiguration,  Confidential  ,No,  C. Schmidt  
INC-20240139,2025-02-06 02:52:38,France,Facilities,Email Account,Stolen Device,High,p2-high,Audit,In Progress,352,173,-2595,Minor,235,9775,Unpatched Vulnerability,  Confidential  ,No,E. Bernard
INC-20240140,2024-12-22 01:50:53,Belgium,  Operations  ,Workstation,  Phishing  ,Medium,P3 - Medium,SIEM,In Progress,222,136,1763,Minor,147,1824,Insider Error,Internal,,S. Rossi
INC-20240141,2025-06-08 23:46:15,Germany,Facilities,Cloud Service,Phishing,Medium,P3 - Medium,Threat Intel,Resolved,352,254 min,231 min,Major,173,1 594,Social Engineering,  Internal  ,Yes,M. Dupont
INC-20240142,2024-05-26 06:22:26,Germany,HR,Workstation,Unauthorized Access,Medium,P3 - Medium,Threat Intel,Eradicated,427,825 min,-2576,Moderate,547,4933,,  Internal  ,No,E. Bernard
INC-20240143,2024-08-05 12:11:54,France,Facilities,Application,  Misconfiguration  ,Low,P4 - Low,User Report,Resolved,86,27,899,Minor,66,440,Misconfiguration,Internal,No,  C. Schmidt  
INC-20240144,2024-10-25 00:30:46,France,Sales,  Cloud Service  ,Phishing,Medium,P3 - Medium,User Report,Resolved,221,178,594,Minor,48,1133,Insider Error,Confidential,No,C. Schmidt
INC-20240145,2024-09-08 17:23:00,France,Operations,Workstation,Phishing,  Medium  ,P3 - Medium,IDS/IPS,Eradicated,213,123 min,422,  Minor  ,49,€ 1809,Misconfiguration,  Confidential  ,No,E. Bernard
INC-20240146,21/04/2025 08:36,Luxembourg,Finance,Application,Unauthorized Access,High,p2-high,IDS/IPS,Contained,701,-133,3880,Minor,364,21481 EUR,,Internal,No,E. Bernard
INC-20240147,29 Apr 2025 22:22,  Belgium  ,Operations,Network Device,  Data Exfiltration  ,High,P2 - High,EDR,Contained,1506,1076,2227,Major,1451,24 138,Insider Error,Restricted,  No  ,J. Becker
INC-20240148,2024-12-27 21:41:34,Luxembourg,Procurement,  Application  ,DDoS,High,P2 - High,Email Gateway,Resolved,548,896,4817,Moderate,1035,10833 EUR,Weak Password,Restricted,Yes,L. Müller
INC-20240149,02/10/2025 16:05,Luxembourg,Operations,Application,Unauthorized Access,  Medium  ,P3 - Medium,SIEM,Resolved,448,143,735,  Minor  ,-80 min,2519,Misconfiguration,,No,N. Laurent
INC-20240150,2025-02-27 00:47:33,Germany,Sales,Workstation,Malware,Low,P4 - Low,Audit,Eradicated,145,53,191,Minor,21,840,Weak Password,Public,No,M. Dupont
INC-20240151,2025-08-14 01:09:19,France,R&D,Network Device,Unauthorized Access,Low,P4 - Low,Threat Intel,Contained,189,194,228,Moderate,59,€ 1170,  Insider Error  ,Restricted,No,N. Laurent
INC-20240152,2025-05-09 13:40:36,Luxembourg,Procurement,Network Device,Maleware,High,high (P2),Audit,Resolved,614,423,679,Minor,64,22 079,Weak Password,Internal,  No  ,S. Rossi
INC-20240153,2024-05-11 10:51:47,Germany,Procurement,Database,Data Exfiltraton,  Medium  ,P3 Medium,Email Gateway,Eradicated,311,486,754,None,0,3315,Unpatched Vulnerability,Internal,No,E. Bernard
INC-20240154,20/05/2024 15:15,Luxembourg,Operations,Cloud Service,Phishing,High,P2 - High,SIEM,Contained,319,222,4828,Moderate,1493,10093,Weak Password,Internal,No,A. Weber
INC-20240155,2024-11-26 02:03:18,Belgium,Procurement,Email Account,Phising,Low,P4 Low,User Report,Resolved,117,51,155,Minor,18,353,Insider Error,Internal,No,C. Schmidt
INC-20240156,2025-10-03 08:02:52,Germany,Sales,Email Account,Phishing,High,P2 - High,SIEM,Resolved,912,617,2552,Major,1462,3997,  Third-Party Supplier  ,Confidential,No,N. Laurent
INC-20240157,2025-05-13 19:05:42,France,R&D,  Database  ,Unauthorized Access,Low,P4 - Low,User Report,  Eradicated  ,190,35,149,Minor,11,1096,Unpatched Vulnerability,Confidential,,L. Müller
INC-20240158,2024-06-16 20:28:33,Germany,R&D,Network Device,  Malware  ,High,P2 - High,EDR,Eradicated,840,472,2306,Moderate,555,10584,Unpatched Vulnerability,Internal,Yes,J. Becker
INC-20240159,2024-10-30 01:52:35,France,R&D,Workstation,Misconfiguration,Low,P4 - Low,Threat Intel,  Contained  ,134,38,-318,Moderate,104,481,  Lost/Stolen  ,Confidential,No,L. Müller
INC-20240160,2024-05-03 07:42:42,  Belgium  ,Finance,Application,Malware,  High  ,P2 High,User Report,Resolved,242,409,2596,Minor,275,18051,Insider Error,Internal,No,C. Schmidt
INC-20240161,2025-04-20 11:13:45,France,Legal,Application,Ddos,Medium,P3 Medium,EDR,Contained,137,113,593,Minor,47,4 129,Insider Error,Internal,,  L. Müller  
INC-20240162,30 Nov 2024 05:18,Luxembourg,Sales,Database,Mal-ware,Medium,P3 - Medium,IDS/IPS,  Contained  ,242,197,457,Minor,38,2464,Social Engineering,Internal,,L. Müller
INC-20240163,2025-01-06 17:47:24,Germany,Facilities,Network Device,Ransomware,Critical,P1 - Critical,Audit,Resolved,1617,1190,5211,Moderate,1625,237982,Unpatched Vulnerability,Public,No,S. Rossi
INC-20240164,2024-06-17 19:04:34,  Luxembourg  ,Finance,  Workstation  ,Misconfiguration,Medium,medium (P3),Threat Intel,Contained,380,239,836,Moderate,285,1071,Unpatched Vulnerability,Confidential,,S. Rossi
INC-20240165,2025-08-25 17:45:44,Luxembourg,IT,Database,Phishing,Medium,  P3 - Medium  ,SIEM,Contained,-171,172,3010,Minor,271,2684,Insider Error,Internal,No,A. Weber
INC-20240166,2024-10-18 03:53:46,Luxembourg,Procurement,Network Device,Ransomware,Critical,P1 - Critical,User Report,  Contained  ,1732,1768,20833,Minor,2318,235666,Third-Party Supplier,Internal,  No  ,N. Laurent
INC-20240167,2024-12-23 08:13:23,France,Finance,Workstation,Phishing,High,P2 - High,SIEM,In Progress,573,244,1894,Minor,163,10930,  Misconfiguration  ,Internal,,A. Weber
INC-20240168,2025-03-23 20:36:07,Luxembourg,Procurement,Workstation,Data Exfiltration,Medium,  P3 - Medium  ,  User Report  ,Eradicated,920,325,1613,Moderate,605,2625,Lost/Stolen,Confidential,No,E. Bernard
INC-20240169,2024-05-21 06:31:48,France,IT,Cloud Service,Phising,Low,P4 - Low,Email Gateway,Contained,188 min,132,432,Major,317,505 EUR,Lost/Stolen,Confidential,No,M. Dupont
INC-20240170,2025-05-21 19:40:52,France,R&D,Network Device,Malware,Medium,P3 - Medium,Threat Intel,Resolved,140,238,1377,Minor,153,4 285,Insider Error,Public,No,C. Schmidt
INC-20240171,2025-04-01 22:02:00,Germany,  Legal  ,Workstation,Phishing,Low,P4 - Low,Audit,Eradicated,136,30,363,Moderate,88,401,Misconfiguration,Internal,No,N. Laurent
INC-20240172,2024-07-14 22:31:23,France,Operations,Server,Malware,High,p2-high,SIEM,  Eradicated  ,678,272,3521,Moderate,1325,26550,Misconfiguration,,No,N. Laurent
INC-20240173,2025-02-27 16:11:32,France,Sales,Server,Malware,Low,p4-low,User Report,Contained,94,67,195,None,0 min,816 EUR,Misconfiguration,Internal,No,N. Laurent
INC-20240174,2025-03-16 14:01:33,Luxembourg,Sales,Database,Phishing,Low,P4 - Low,EDR,Resolved,109,56,163,Minor,13,147 EUR,Insider Error,Restricted,No,L. Müller
INC-20240175,2024-09-07 09:47:27,  France  ,Sales,Application,Unauthorized Access,Medium,P3 - Medium,User Report,Contained,367,198,2141,Minor,-158,2940,Misconfiguration,Internal,No,M. Dupont
INC-20240176,2025-09-07 21:37:11,Belgium,Facilities,Server,Malware,Critical,P1 Critical,User Report,Eradicated,654,1929,-4212,Moderate,1126,135 335,Misconfiguration,Internal,No,C. Schmidt
INC-20240177,2024-09-04 10:56:18,France,Operations,Application,Malware,Medium,P3 - Medium,IDS/IPS,  Contained  ,347,365,983,Moderate,372,€ 4177,  Misconfiguration  ,Restricted,No,J. Becker
INC-20240178,2025-01-30 14:18:22,France,Finance,Cloud Service,Lost/Stolen Device,High,P2 - High,Email Gateway,  Resolved  ,808,305,3689,Minor,364,14551,Unpatched Vulnerability,Confidential,No,J. Becker
INC-20240179,2024-06-27 14:53:47,Germany,HR,Email Account,Lost/Stolen Device,Low,P4 - Low,User Report,Eradicated,143,177,885,Moderate,223,181,Unpatched Vulnerability,Confidential,No,M. Dupont
INC-20240180,18 Sep 2025 15:13,  Luxembourg  ,Legal,Server,Malware,Medium,P3 - Medium,SIEM,Resolved,194,91 min,414,Minor,36,1863,Insider Error,Confidential,,A. Weber
INC-20240181,2025-03-23 15:40:20,Luxembourg,IT,Server,Unauthorised Access,High,P2 - High,IDS/IPS,Eradicated,861,736,6644,Moderate,1656,35806,  Insider Error  ,Internal,No,L. Müller
INC-20240182,2025-09-12 05:29:18,France,IT,Application,  Malware  ,Medium,P3 - Medium,SIEM,  Eradicated  ,209,382,-823,Moderate,312,2840,Weak Password,Public,No,S. Rossi
INC-20240183,2025-10-03 17:34:58,France,Facilities,Server,Malware,Medium,P3 - Medium,EDR,Resolved,199,283,1034,Moderate,330,3025,Misconfiguration,  Internal  ,No,M. Dupont
INC-20240184,03/10/2024 08:52,Belgium,Procurement,Network Device,Phishing,Low,  P4 - Low  ,IDS/IPS,  Resolved  ,105,-31,125,None,0,€ 184,Misconfiguration,Internal,No,S. Rossi
INC-20240185,2024-11-06 16:22:06,Germany,R&D,Workstation,  Phishing  ,Medium,P3 - Medium,Audit,Eradicated,167,293,1519,Minor,169,€ 1051,Social Engineering,  Confidential  ,No,M. Dupont
INC-20240186,2025-04-27 11:52:07,  Belgium  ,Facilities,Server,Unauthorized Access,High,P2 - High,  IDS/IPS  ,Resolved,534 min,382,2947,Minor,245,20640,  Misconfiguration  ,Internal,No,N. Laurent
INC-20240187,2025-07-30 22:28:38,  Belgium  ,Sales,Server,  Unauthorized Access  ,High,P2 - High,,Contained,1247,1237,1395,Minor,172,31395,Weak Password,Internal,Yes,C. Schmidt
INC-20240188,2024-09-06 20:55:40,  Germany  ,R&D,  Network Device  ,Data Exfiltration,  High  ,P2 - High,EDR,  Resolved  ,822,830,-3520,Minor,384,26611,Insider Error,Restricted,No,S. Rossi
INC-20240189,2025-03-06 16:25:13,Luxembourg,Legal,  Workstation  ,Unauthorized Access,High,p2-high,EDR,Contained,500,270,704,None,0,19094,Lost/Stolen,,  No  ,J. Becker
INC-20240190,16 Jul 2025 17:47,Belgium,Finance,Workstation,Malware,Medium,P3 - Medium,Threat Intel,  Resolved  ,232,180,1070,Moderate,388,2972,Social Engineering,Public,Yes,E. Bernard
INC-20240191,07 Sep 2025 20:00,Luxembourg,Finance,Email Account,Phshing,Medium,P3 Medium,  Threat Intel  ,False Positive,-771,161,628,Moderate,208,€ 2131,Social Engineering,,,  J. Becker  
INC-20240192,2024-12-27 10:50:21,Luxembourg,Facilities,  Email Account  ,Unauthorized Access,Critical,P1 - Critical,,Resolved,1224,1079,2600,  None  ,0,168957,Weak Password,Internal,No,  L. Müller  
INC-20240193,2025-06-30 06:02:35,  Belgium  ,Operations,Cloud Service,Phishing,Medium,medium (P3),Threat Intel,Contained,389,271,1597,Moderate,-513,2698,  Social Engineering  ,Internal,No,S. Rossi
INC-20240194,2025-01-16 18:43:45,Luxembourg,HR,Database,Maleware,High,P2 - High,SIEM,Resolved,766 min,331,1572,Minor,141,€ 19344,,Confidential,  No  ,S. Rossi
INC-20240195,2025-05-25 17:49:14,Belgium,Sales,  Database  ,Phishing,Medium,P3 - Medium,EDR,In Progress,325,172,857,Moderate,180,1399,,Confidential,No,N. Laurent
INC-20240196,04-30-2025 16:33,Germany,  Legal  ,Workstation,Ransomeware,High,  P2 - High  ,Threat Intel,Resolved,3601,1782,6663,Major,4313,29187 EUR,Insider Error,Public,No,  C. Schmidt  
INC-20240197,2025-07-01 07:42:47,  Germany  ,Sales,Mobile Device,  Misconfiguration  ,Medium,P3 - Medium,,Eradicated,248,424,478,Minor,55,1782,Third-Party Supplier,,No,J. Becker
INC-20240198,2024-06-04 03:37:31,Germany,IT,Server,DDoS,High,P2 - High,Threat Intel,Contained,817,535,-2655,Moderate,859,26698 EUR,Misconfiguration,Public,,L. Müller
INC-20240199,2025-02-21 05:47:17,France,Finance,Mobile Device,Lost/Stolen Device,Critical,critical (P1),IDS/IPS,Contained,861,1134,7843,  Moderate  ,1742 min,112349,  Insider Error  ,Restricted,Yes,N. Laurent
INC-20240200,2025-07-01 23:51:55,Luxembourg,Finance,Workstation,  Unauthorized Access  ,  High  ,P2 - High,  User Report  ,In Progress,579,1190,1050,  Moderate  ,-229,29 368,Unpatched Vulnerability,Internal,No,J. Becker
INC-20240201,2025-06-24 04:48:44,Germany,Finance,Cloud Service,Phshing,Medium,P3 - Medium,EDR,Contained,224,254,2155,Moderate,717,1 909,Lost/Stolen,,No,E. Bernard
INC-20240202,2024-09-01 23:21:32,Belgium,Finance,Workstation,Phishing,Medium,P3 - Medium,Email Gateway,  Resolved  ,273,102,225,Moderate,53,2688,Misconfiguration,Internal,Yes,S. Rossi
INC-20240203,2024-11-26 03:09:22,Luxembourg,HR,Server,Misconfiguration,Medium,p3-medium,Email Gateway,Resolved,127,205,666,Minor,72,1180,Social Engineering,Restricted,No,S. Rossi
INC-20240204,2025-02-03 00:58:35,France,Operations,Cloud Service,Phishing,Medium,P3 Medium,Audit,Eradicated,172,224,610,Minor,58,2287,Insider Error,Public,No,L. Müller
INC-20240205,29 Jun 2024 19:14,Luxembourg,Legal,Mobile Device,Ransomware,High,P2 - High,User Report,Eradicated,651,636 min,3502 min,Minor,433,20 029,Lost/Stolen,Internal,No,S. Rossi
INC-20240206,2024-05-05 21:23:06,  Luxembourg  ,IT,Email Account,DDoS,Critical,P1 - Critical,User Report,Contained,1238,600,10683,Moderate,3905,147354,Weak Password,Restricted,No,E. Bernard
INC-20240207,03/06/2025 03:00,Belgium,Sales,Server,  Unauthorized Access  ,High,P2 - High,IDS/IPS,  Contained  ,770,633,2837,Minor,328,23166,,Restricted,Yes,C. Schmidt
INC-20240208,2024-06-24 11:17:34,Germany,Operations,Workstation,  Malware  ,Medium,P3 - Medium,User Report,Contained,-373,258,-1432,Moderate,506,2951,Misconfiguration,Public,No,A. Weber
INC-20240209,2024-08-18 00:27:40,Belgium,IT,Network Device,Malware,High,  P2 - High  ,EDR,  Resolved  ,476,1151,1827,  Moderate  ,404,€ 16619,Third-Party Supplier,Internal,No,E. Bernard
INC-20240210,2025-01-18 04:17:53,  Luxembourg  ,Legal,Database,Phshing,Low,low (P4),  IDS/IPS  ,False Positive,79,106,189,Moderate,50,336,Social Engineering,Confidential,  No  ,M. Dupont
INC-20240211,2024-10-05 13:23:13,Belgium,Sales,Server,Ransomeware,High,p2-high,Email Gateway,Resolved,801,214,1113,None,0 min,44404,Weak Password,Internal,No,A. Weber
INC-20240212,2025-04-25 13:56:37,Belgium,HR,Workstation,Misconfiguration,Low,P4 - Low,Email Gateway,Resolved,104,23,149 min,None,0,553,Insider Error,Confidential,No,  C. Schmidt  
INC-20240213,2024-07-06 20:48:32,  France  ,  Finance  ,Workstation,Phishing,High,P2 - High,User Report,Eradicated,431,181,-3194,Minor,330,€ 3434,Third-Party Supplier,Restricted,No,M. Dupont
INC-20240214,2025-03-02 11:54:59,Luxembourg,Procurement,Application,Misconfiguration,High,P2 - High,SIEM,Eradicated,709,415,439,Moderate,-99,6793,Social Engineering,Internal,,L. Müller
INC-20240215,2024-11-04 19:53:58,Belgium,HR,Workstation,Malware,Medium,P3 - Medium,  EDR  ,Contained,160,156,2117,  Minor  ,249,1771,  Third-Party Supplier  ,Internal,,  A. Weber  
INC-20240216,26 Feb 2025 03:47,Belgium,Procurement,Cloud Service,Lost Device,Low,P4 - Low,EDR,In Progress,-221,172,597,Moderate,128,765,  Weak Password  ,  Restricted  ,,E. Bernard
INC-20240217,2025-10-02 15:02:20,France,  Facilities  ,Server,  Phishing  ,High,P2 - High,Email Gateway,Contained,575,304,2561,Moderate,866 min,14627,Unpatched Vulnerability,Confidential,No,A. Weber
INC-20240218,2025-01-10 11:28:08,Germany,Legal,Mobile Device,Maleware,Critical,P1 - Critical,EDR,Eradicated,842,1216 min,2088 min,Minor,156,166143,Weak Password,Restricted,Yes,M. Dupont
INC-20240219,08 Jun 2025 04:23,France,Operations,Application,Phishing,Low,P4 - Low,IDS/IPS,In Progress,182,59,750,Minor,76,493,Lost/Stolen,Public,Yes,E. Bernard
INC-20240220,03-19-2025 05:24,Luxembourg,Operations,Mobile Device,Misconfiguration,Medium,P3 - Medium,EDR,False Positive,116,83,344,None,0,1051,Insider Error,,No,S. Rossi
INC-20240221,2024-12-29 03:26:55,Germany,Finance,Network Device,Phishing,Low,low (P4),SIEM,  Contained  ,133,40,212,Minor,21,483,Lost/Stolen,Confidential,Yes,L. Müller
INC-20240222,2024-07-13 21:12:06,France,Finance,  Workstation  ,  Misconfiguration  ,Medium,P3 - Medium,SIEM,Contained,588,190,804,Moderate,197,2124 EUR,Insider Error,  Internal  ,  Yes  ,C. Schmidt
INC-20240223,2025-07-05 14:22:53,Germany,IT,Database,Phshing,High,P2 - High,Audit,In Progress,311,112,1317,None,0,8646,Social Engineering,Internal,Yes,E. Bernard
INC-20240224,2024-12-25 23:34:00,France,Facilities,Database,Malware,Low,  P4 - Low  ,Email Gateway,  In Progress  ,202,42,129,Moderate,50,154,Weak Password,Internal,Yes,L. Müller
INC-20240225,07 May 2024 13:55,France,Facilities,Application,Unauthorized Access,High,high (P2),IDS/IPS,Resolved,735,850,5537,Minor,549,30338,Third-Party Supplier,Internal,No,A. Weber
INC-20240226,30/01/2025 02:07,  Germany  ,Procurement,Mobile Device,Malware,Medium,P3 Medium,Threat Intel,Resolved,259 min,214,-1590,Moderate,413,3368,,Restricted,Yes,L. Müller
INC-20240227,2024-06-14 07:59:18,Germany,Legal,Network Device,Phishing,Medium,p3-medium,,Eradicated,701,-581,801,Major,542 min,3127,Social Engineering,Confidential,No,A. Weber
INC-20240228,2024-09-10 20:30:07,Belgium,Facilities,Email Account,  Data Exfiltration  ,High,P2 High,User Report,In Progress,1124,546,1924,  Minor  ,-246,14130,Weak Password,Public,No,A. Weber
INC-20240229,11-10-2024 04:45,France,HR,Mobile Device,Ransomware,  Medium  ,P3 - Medium,SIEM,Contained,1069,1455,4489,  Major  ,2605,€ 7712,,Confidential,Yes,M. Dupont
INC-20240230,2025-05-05 14:24:11,Luxembourg,Legal,Email Account,Misconfiguration,High,p2-high,IDS/IPS,Contained,595,920,730,Major,349,€ 7430,Unpatched Vulnerability,Confidential,No,J. Becker
INC-20240231,18 Apr 2025 08:07,Belgium,R&D,Email Account,Unauthorized  Access,Medium,P3 - Medium,Audit,Resolved,360 min,810,1370,Major,1053,3982,  Unpatched Vulnerability  ,  Internal  ,  Yes  ,N. Laurent
INC-20240232,2024-10-21 21:55:56,France,  Operations  ,Server,Misconfiguration,  Medium  ,P3 - Medium,EDR,Contained,220,149,266 min,Minor,23,2 422,Insider Error,Public,No,C. Schmidt
INC-20240233,2025-03-27 16:15:40,Luxembourg,Sales,Cloud Service,Phishing,High,P2 - High,  User Report  ,Resolved,185 min,209,2551,None,0,€ 5345,,,Yes,A. Weber
INC-20240234,2024-10-05 15:04:26,Germany,R&D,Mobile Device,Phishing,Low,P4 - Low,Email Gateway,Eradicated,151 min,45,750,Minor,90 min,535,Lost/Stolen,Internal,No,L. Müller
INC-20240235,2025-02-13 00:43:51,France,Sales,Server,Phishing,Low,P4 - Low,SIEM,Eradicated,212,79,240,Moderate,62,112 EUR,Misconfiguration,Internal,  Yes  ,M. Dupont
INC-20240236,2024-05-19 15:42:14,  Belgium  ,R&D,  Network Device  ,  Malware  ,Critical,critical (P1),SIEM,Contained,865,1346,3862 min,  Moderate  ,838,46656,Unpatched Vulnerability,Restricted,No,E. Bernard
INC-20240237,2025-05-25 20:49:03,Germany,HR,Workstation,Unauthorized Access,Medium,P3 - Medium,,Contained,360,193,845,None,0,2039,  Weak Password  ,Internal,No,J. Becker
INC-20240238,2025-02-10 02:58:59,Germany,Finance,Email Account,Phishing,Low,P4 - Low,Threat Intel,Eradicated,48,85,265,Minor,25,369,Misconfiguration,Confidential,No,N. Laurent
INC-20240239,2025-07-18 01:37:28,France,Facilities,Application,Phishing,High,  P2 - High  ,IDS/IPS,Eradicated,996,302,2519,Minor,-206,12063,Social Engineering,Internal,  Yes  ,M. Dupont
INC-20240240,2024-12-06 20:09:21,Luxembourg,R&D,Database,Phishing,Low,P4 - Low,Email Gateway,Resolved,71,39,681,Minor,83,180,Misconfiguration,Internal,Yes,E. Bernard
INC-20240241,2025-09-14 20:47:50,Belgium,Finance,  Application  ,Phishing,High,P2 High,  User Report  ,  Resolved  ,795 min,-539,1843,Moderate,551,11720,Unpatched Vulnerability,Restricted,No,S. Rossi
INC-20240242,2024-11-10 22:50:11,Belgium,Sales,Mobile Device,Phishing,Low,P4 - Low,Audit,  Resolved  ,162,77,527,Moderate,113,608,Weak Password,Public,No,C. Schmidt
INC-20240243,2024-04-30 22:41:05,Germany,Finance,Database,Missconfiguration,Medium,P3 - Medium,User Report,Contained,537,469,1521,  Major  ,854,2191,  Third-Party Supplier  ,  Internal  ,No,M. Dupont
INC-20240244,04/02/2025 19:30,France,R&D,Email Account,Stolen Device,Medium,P3 - Medium,EDR,Resolved,133,184,402,None,0,954 EUR,  Third-Party Supplier  ,Confidential,Yes,E. Bernard
INC-20240245,2025-06-03 01:24:43,  Germany  ,Legal,Cloud Service,  Malware  ,Medium,P3 - Medium,SIEM,Resolved,304,275,1135,Moderate,354,3930,,Confidential,Yes,E. Bernard
INC-20240246,2024-07-27 08:17:58,Belgium,Sales,Application,Maleware,High,P2 - High,Threat Intel,Resolved,738,414,3338 min,Moderate,897,19 198,Social Engineering,Confidential,No,M. Dupont
INC-20240247,2025-08-27 18:48:18,France,IT,Network Device,Phishing,Low,  P4 - Low  ,SIEM,Eradicated,178,99,234,Moderate,83,148,Third-Party Supplier,Internal,No,A. Weber
INC-20240248,2024-06-16 09:05:01,Luxembourg,Facilities,Workstation,Phishing,High,P2 - High,IDS/IPS,Resolved,748,297,1308,Minor,117,7983 EUR,Social Engineering,Internal,No,N. Laurent
INC-20240249,2025-05-04 17:47:46,Germany,HR,Application,  Unauthorized Access  ,Medium,  P3 - Medium  ,Email Gateway,Resolved,508,132,-444,None,0,3191,  Social Engineering  ,Internal,No,M. Dupont
INC-20240250,2024-11-23 08:03:32,Belgium,Operations,  Email Account  ,Malware,Medium,P3 - Medium,  Audit  ,In Progress,101,409,1319,  Minor  ,141,2778,,Confidential,No,A. Weber
INC-20240251,2024-04-26 08:08:49,France,Sales,Email Account,Malware,Low,P4 - Low,,Resolved,177,51,53,Minor,3,€ 406,Lost/Stolen,Internal,  No  ,J. Becker
INC-20240252,2024-07-31 00:16:03,France,Procurement,Email Account,Malware,Medium,P3 - Medium,IDS/IPS,Resolved,780,116,348,Moderate,109,3041,  Misconfiguration  ,Public,No,  C. Schmidt  
INC-20240253,2025-02-17 06:51:28,Belgium,Procurement,Cloud Service,Misconfiguration,  Low  ,P4 - Low,  SIEM  ,  Resolved  ,217,82,356,  Moderate  ,135,79,Lost/Stolen,Confidential,No,C. Schmidt
INC-20240254,02-14-2025 09:26,Germany,R&D,Database,Data Exfiltraton,  Critical  ,P1 - Critical,  Audit  ,Contained,2633,2735,8864,Moderate,2249,344 232,Insider Error,,No,C. Schmidt
INC-20240255,2025-08-18 13:03:08,France,HR,Network Device,Data Exfiltration,Medium,P3 - Medium,IDS/IPS,Contained,355,312,521,Minor,-45,3582,Unpatched Vulnerability,  Confidential  ,No,  S. Rossi  
INC-20240256,01 Dec 2024 12:56,Belgium,Sales,Database,Lost/Stolen Device,High,P2 High,Threat Intel,Resolved,659,-563,4747,Moderate,1262,15502 EUR,Social Engineering,  Internal  ,No,M. Dupont
INC-20240257,2024-06-29 17:11:34,  Belgium  ,Procurement,Server,Malware,High,P2 - High,Threat Intel,Resolved,323,576,798,Minor,64,17991,Third-Party Supplier,Internal,Yes,  S. Rossi  
INC-20240258,2025-07-30 05:12:52,France,  HR  ,Server,Phishing,Low,  P4 - Low  ,EDR,Eradicated,-98,56,97,Minor,10,139,  Unpatched Vulnerability  ,Internal,Yes,J. Becker
INC-20240259,09-27-2024 17:49,Luxembourg,HR,Database,Phishing,Medium,P3 - Medium,Audit,  In Progress  ,114,201,640,Minor,75,2063,Misconfiguration,Restricted,No,  A. Weber  
INC-20240260,2025-03-13 19:20:03,Belgium,IT,  Workstation  ,Unauthorized Access,High,  P2 - High  ,Audit,Resolved,1508,965,2804,Major,2138,26462,,Confidential,No,S. Rossi
INC-20240261,2024-06-23 01:39:52,  France  ,Sales,Application,Phshing,Medium,P3 - Medium,  Audit  ,False Positive,220,165,-425,Minor,45,1699,Third-Party Supplier,Internal,No,S. Rossi
INC-20240262,27/10/2024 06:00,Germany,  IT  ,Cloud Service,Malware,Critical,P1 Critical,User Report,Resolved,552,386,1900,  Minor  ,221,68347,Unpatched Vulnerability,Internal,Yes,S. Rossi
INC-20240263,2025-05-07 23:18:48,France,Procurement,Workstation,Phishing,Medium,  P3 - Medium  ,  Email Gateway  ,Resolved,249,393,562,  Moderate  ,181,1829,Insider Error,,No,A. Weber
INC-20240264,2025-01-01 17:16:20,Belgium,Operations,Workstation,Data Exfiltration,  High  ,P2 - High,IDS/IPS,In Progress,1073,397,3468,Minor,396,37 019,Weak Password,Confidential,No,  S. Rossi  
INC-20240265,2024-08-16 10:17:34,Luxembourg,Finance,Application,Maleware,High,  P2 - High  ,,Resolved,445,337,1478,Minor,157,15536,Lost/Stolen,Internal,No,L. Müller
INC-20240266,2025-09-08 07:33:42,  Germany  ,Legal,  Cloud Service  ,Malware,Medium,P3 - Medium,SIEM,Contained,226,136,316,  Minor  ,33,2877,  Weak Password  ,Restricted,No,J. Becker
INC-20240267,2024-07-30 09:19:00,Belgium,Facilities,  Email Account  ,Phishing,Low,P4 - Low,IDS/IPS,In Progress,78,122,591,Minor,65,639,Weak Password,Confidential,No,E. Bernard
INC-20240268,2024-08-14 03:27:31,Luxembourg,IT,Network Device,Malware,  High  ,P2 - High,Audit,Resolved,384,478,3825,Minor,330,6533,Social Engineering,Internal,  No  ,E. Bernard
INC-20240269,2024-10-22 04:08:40,Germany,R&D,  Application  ,Misconfiguration,Low,P4 - Low,IDS/IPS,Resolved,98,37,169,Moderate,-37 min,325,Insider Error,Confidential,No,S. Rossi
INC-20240270,2024-09-28 03:46:33,Germany,Facilities,Application,Phishing,Medium,P3 - Medium,User Report,Resolved,105,145,-203,None,0,2306,  Lost/Stolen  ,Internal,Yes,S. Rossi
INC-20240271,2025-07-13 01:40:25,Luxembourg,Sales,Mobile Device,  Ransomware  ,  High  ,P2 High,,  Resolved  ,702 min,1410,9775,Moderate,3801,50337,Insider Error,Internal,No,L. Müller
